d,d2,d3,d4,d5,d6,exp
1.0838380444326356,1.0838380444326356,0.9628409618064667,0.9296916060992954,0.9624965394382373,0.9306766785630866,2.0
0.49650940852959896,0.49650940852959896,0.5045216816188178,0.4933690499363437,0.5042420475545895,0.4936043396489841,-2.0
0.8143793970547102,0.8143793970547102,0.8073181502752302,0.8438963683982399,0.8069915455076613,0.8433618132605202,2.0
-0.09099739628832913,-0.09099739628832913,-0.12668894628552194,-0.058013440851166956,-0.12758873095662956,-0.06026097788691442,3.0
0.4481057139088597,0.4481057139088597,0.8420993207912135,0.7951313250684091,0.8417235386767437,0.79695762332494,0.0
0.9902188378379472,0.9902188378379472,1.0097115579831788,0.9649767896910849,1.009382312445023,0.9660585546186826,1.0
0.6627774624296736,0.6627774624296736,0.6880174928870165,0.6491196000941277,0.6880727451161209,0.6503994568189334,2.0
0.07584082177581593,0.07584082177581593,0.38688008742562335,0.3131206514790718,0.3859636505479093,0.314405054259668,0.0
-0.1191603771996275,-0.1191603771996275,-0.09580874656856106,-0.10711659165935787,-0.09584644747852267,-0.1069750312975679,2.0
0.5382692970078831,0.5382692970078831,0.5692004648640046,0.5555632456814517,0.5689607128142116,0.5561937559384196,3.0
0.7838631813934098,0.7706085196742086,0.6520512847442554,0.7503568349158704,0.6390715058759608,0.734591141048803,2.0
0.12584797809800508,0.12584797809800508,0.1905508616034578,0.1753865006406873,0.19038964086075272,0.17562195090293609,0.0
0.027227186886348585,0.027227186886348585,0.02279107647334253,0.03276082810329585,0.02257199395788431,0.032386949312986496,0.0
-0.03885819470147791,-0.03885819470147791,0.03948999102355323,5.2310355831317935e-05,0.03960185822568649,0.0009397639600984728,2.0
0.4734301719512124,0.5711017178855575,0.4619581561017196,0.47399506974894434,0.5344181663645783,0.5681401107662304,2.0
0.2800006080183403,0.2800006080183403,0.2902779074690514,0.2508904730991067,0.29039628319676575,0.25173853286638326,3.0
0.06134387164770416,0.06134387164770416,0.17013390927008978,0.15170497506091324,0.1697514998496007,0.15191671293778602,2.0
0.2949958446818502,0.2949958446818502,0.3575313221432377,0.3403560268302596,0.3572125767512518,0.34085639316559413,0.0
0.6461600448086048,0.6461600448086048,0.6198484156180006,0.6973978670016161,0.6190393255129574,0.6957866705015926,2.0
0.9179633190262629,0.9179633190262629,0.9427433726345102,1.0449644806799931,0.9418251452199083,1.0437291091463723,0.0
-0.051773855742454716,-0.051773855742454716,0.09825796022273124,0.05474730882596867,0.09803990701779533,0.05565290677592429,2.0
0.6865698589996019,0.6865698589996019,0.569051738851458,0.6243945886057232,0.568498576326155,0.6229739893429822,2.0
0.9304996322130422,0.9304996322130422,0.9894055845527252,0.966454316022487,0.9889017955724495,0.9679413796222233,1.0
1.048292610092212,1.048292610092212,1.0026088258842358,1.1492580841317572,1.0018393712265918,1.1456660528778717,2.0
1.0516196813248166,1.0516196813248166,1.0298053832628264,1.0694657432006436,1.0294635336284825,1.069508236966869,2.0
0.3286756967895724,0.3286756967895724,0.33693392693360386,0.31348824698548916,0.33700275027125437,0.31400397984451234,3.0
0.1763106495558845,0.1998574972310846,0.21692046549339167,0.22098224931120947,0.2355674440141075,0.24297937336481748,2.0
