d,d2,d3,d4,d5,d6,exp
0.5254034018959514,0.5367086081948369,0.44720995377213296,0.464659555543092,0.45512701210634554,0.4739517118754548,3.0
-0.5440091663789821,-0.5567703813371746,-0.4423142731136938,-0.49348597688686535,-0.4497531178916798,-0.5032561946957255,-1.0
-0.16805591101961698,-0.16805591101961698,-0.1846387126503286,-0.19159008224113552,-0.184610492579948,-0.1916827120073769,-1.0
0.30786269059397037,0.28467626014862846,0.3070110221258829,0.3411578050123305,0.28285361550069105,0.3172466299224567,-1.0
-0.17163583491705747,-0.17163583491705747,-0.21688800047304932,-0.20234019919525936,-0.21703945234568878,-0.20291108011634582,2.0
0.14723292291455836,0.14723292291455836,0.21106500476711793,0.17396587663494345,0.21130837886825532,0.17464188728594754,2.0
0.13464065462183922,0.13464065462183922,0.2607365369655866,0.2565193630543344,0.26065115981951287,0.2564306963231002,2.0
0.7232453880028462,0.6659611419960697,0.44529561665732253,0.6144767036879674,0.35058006723398316,0.5314909477024548,3.0
0.09910573249159797,0.09910573249159797,0.008842239964961885,0.039149543863893896,0.008541458919755005,0.03800745824281638,2.0
0.014124400658709776,0.014124400658709776,-0.03765775988163834,-0.008757124445668245,-0.0379112067239207,-0.009701064257527184,0.0
0.4157497437375444,0.4157497437375444,0.27811709098722787,0.34061681856751014,0.2775947003864844,0.3388060290515054,0.0
0.010021842174370311,0.010021842174370311,0.008925220568134964,-0.002947159378862351,0.009009516794105344,-0.002745176702718721,2.0
0.24038603109034629,0.17000651726289834,0.09863807778267387,0.09967896386226321,-0.030124590859114262,-0.04203666008617232,-1.0
0.6441958201727749,0.6441958201727749,0.5811298307288336,0.5760092836780647,0.5811059892699014,0.5760786453882465,3.0
0.9045116324887599,0.9045116324887599,0.5789755586716909,0.7081584523486395,0.5779374504533248,0.705302875271235,2.0
-0.12734661680758982,-0.15617438724536722,-0.07838420177688141,-0.0834314576180153,-0.09573369305816434,-0.10372945737759849,3.0
-0.6195643939709279,-0.6195643939709279,-0.6597464481524479,-0.6851978110392183,-0.6595355012882357,-0.6850925404804789,-3.0
0.4378696699885149,0.4378696699885149,0.8222672239478641,0.831076229418898,0.822042103443126,0.8309095794543614,0.0
1.0362448886563997,1.0362448886563997,0.8565249196925389,0.9446283512762481,0.8558005583559884,0.9430105320484983,2.0
0.29975936730963193,0.29975936730963193,0.08405192130555846,0.16059898980534112,0.0833619672208468,0.1579865825859453,-2.0
0.018414432437168532,-0.08048295220353834,-0.11243915298737525,-0.06110304027981127,-0.193667887453274,-0.15269770626885973,0.0
-0.41856469052336626,-0.41856469052336626,-0.49692436348214875,-0.4980870132963604,-0.49686586751785566,-0.49824076424253627,0.0
-0.31483228115611533,-0.3371037437240067,-0.19647429619520568,-0.2256620098053361,-0.2056264641823751,-0.23798124983622884,1.0
-0.3346863953688348,-0.3346863953688348,-0.1814921493820587,-0.2356645436035,-0.18121414324573215,-0.2350394716164114,1.0
0.2945589115170938,0.2945589115170938,0.29203538134774876,0.28358105440008163,0.29207409210717866,0.2837029273647111,0.0
