d,d2,d3,d4,d5,d6,exp,sstot
0.7031871556858724,0.7031871556858724,0.7021748872451519,0.6655082907878799,0.7022670903877445,0.6664716434338467,3.0,True
0.8231718321710676,0.8932152396257932,0.6914958695998653,0.802932860424157,0.7393579299216047,0.8722434181852808,1.0,True
0.9890284368571705,0.9890284368571705,0.8512042852877758,0.9300483472827674,0.8505812758279356,0.9277300571697059,3.0,True
1.1693649428616828,1.1693649428616828,1.2298653544669311,1.1919426084423392,1.229700991526632,1.1932254823041737,3.0,True
0.7712580049367804,0.7712580049367804,0.8217573842111161,0.8416625167495273,0.8215061925901811,0.8417306160899732,1.0,True
0.8723661309497924,0.8723661309497924,0.8435213799709275,0.8607846474662275,0.8433168668494555,0.8603012764056361,3.0,True
0.42894601334343796,0.42894601334343796,0.5153260349073806,0.4713294586696429,0.5152910371891546,0.4726720211654164,2.0,True
0.7641553943119145,0.7641553943119145,0.743775117534327,0.786822245522711,0.743447934410771,0.7852012898759929,3.0,True
0.5256821794451702,0.5256821794451702,0.6018392825811834,0.5754082661374202,0.601768271267888,0.5758197847921374,3.0,True
0.5925254360859937,0.5925254360859937,0.5925254360859937,0.5925254360859937,0.5925254360859937,0.5925254360859937,3.0,True
0.6331228924012565,0.6331228924012565,0.5572586956947013,0.4796285374767083,0.5574186457051624,0.481312967683287,3.0,True
0.6134523376474593,0.6134523376474593,0.6726640283150844,0.5980662503879989,0.6727493841851591,0.5998590384545451,3.0,True
0.40616322919391834,0.40616322919391834,0.5965423909672237,0.5422847604393937,0.5964877207953606,0.5436962673265766,3.0,True
0.16298002659474684,0.16298002659474684,0.21123408721142453,0.1843379977781323,0.21121064160379763,0.1848097270230097,3.0,True
1.0521475531525304,1.0521475531525304,0.9590233750773971,1.025045505320175,0.9584505195203873,1.0233213179582255,2.0,True
0.6329297053120473,0.6329297053120473,0.5952807891721289,0.6140160571987286,0.5949621965832743,0.6133259684983421,3.0,True
1.0124110822278043,1.0124110822278043,0.8507921382912634,0.9403847183054715,0.8501367941799722,0.937637426632767,1.0,True
0.7178697147053946,0.7178697147053946,0.7282072794127082,0.7161249363329875,0.7282317129349285,0.7164811525197837,3.0,True
1.3339863305035675,1.3339863305035675,1.3053158687330104,1.4171230296581425,1.3044796666834626,1.4147297369946499,3.0,True
0.7020705441642391,0.7020705441642391,0.8244648816787492,0.8120538372490254,0.8241996447596638,0.8123846033006945,3.0,True
0.9425077842929541,0.9425077842929541,0.9840424611325385,0.9778581726242513,0.9839239362628257,0.9781994766742667,3.0,True
1.1242448005674661,1.1242448005674661,1.2166301568302293,1.1656679200857316,1.216732929294731,1.1671684608559565,3.0,True
1.1958528058777411,1.1958528058777411,1.1809848456098873,1.2444600620172004,1.1805164573804658,1.243446995425744,3.0,True
0.8146557183780581,0.7904070304018076,0.751977266207347,0.7846033859125752,0.7326760743346123,0.7605545607159786,3.0,True
0.8220765232272763,0.8220765232272763,0.8350671257741147,0.8069457088317202,0.8351176610732862,0.807570436138593,3.0,True
0.3639766195817913,0.3639766195817913,0.4055059715510444,0.3822207639436066,0.4051818898884252,0.38174514882107413,2.0,True
0.578537436469685,0.578537436469685,0.6131673251570178,0.5925072480053714,0.6131617658059927,0.5935926820554154,3.0,True
1.020336753720788,1.020336753720788,1.0228949788363308,1.045692673293829,1.022481989175414,1.0453232636697352,3.0,True
0.7843463463663469,0.7323690246495075,0.6256786593148442,0.6752705654659755,0.5601542694527799,0.6086065367003783,3.0,True
0.8345469261787708,0.8345469261787708,0.845783151299301,0.857728019868076,0.8456789988703161,0.857992089135718,2.0,True
1.0881023794171087,1.0881023794171087,1.1118551124082916,1.1747319625682215,1.1109626355190578,1.17127745963468,2.0,True
1.0973809953115856,1.0973809953115856,1.0973809953115856,1.0973809953115856,1.0973809953115856,1.0973809953115856,3.0,True
0.13708301586782387,0.13708301586782387,0.17718861811901282,0.06478738205485249,0.17751081109478126,0.06719352775922716,2.0,True
0.3086524104292802,0.3086524104292802,0.33467892756354467,0.3001057381540634,0.33464544283508635,0.30070489308077636,2.0,True
0.5487579703177531,0.5123435306318201,0.4805546353946486,0.5302653570264998,0.45201443767260036,0.49543363055135914,3.0,True
0.3991530492022253,0.3552827239602526,0.2552053819468721,0.21279746504661554,0.21949551379035015,0.16812903363163337,3.0,True
0.7987066189097696,0.7793958320560669,0.8180407783323842,0.8643246643846821,0.7967475029140018,0.8416784386168171,2.0,True
-0.0004381994065840443,-0.0004381994065840443,0.11563045777754116,0.0347394231787865,0.11581608052348598,0.03645266612121294,3.0,True
0.787299059718705,0.787299059718705,0.953748824232268,1.0063221217926412,0.9533628866318699,1.0042068610542725,2.0,True
0.5984155095040369,0.5861513947856436,0.4915428807114594,0.49669698043414084,0.47806207334883144,0.47851079101252025,3.0,True
0.028679423136994852,0.028679423136994852,0.004198777183299937,0.0065223808969550115,0.004008878082497291,0.006018251960661272,2.0,True
0.695374250278073,0.695374250278073,0.6550446389514382,0.686679152464033,0.6548452060969115,0.6855799686216694,3.0,True
0.3065741280498877,0.3065741280498877,0.2820455640426042,0.3030863887200245,0.2815343750143991,0.30163257802402427,0.0,True
1.3396546228132216,1.3396546228132216,1.3445318280730494,1.3773468793740757,1.3442409319551014,1.3765894978768085,3.0,True
0.17336470060085496,0.15212634464112618,0.18750376898274576,0.17193943713213464,0.16918769173392914,0.15100707414247339,3.0,True
1.218846084364657,1.218846084364657,1.0970295720964145,1.2132510501357174,1.0966124657696072,1.2112346552862658,3.0,True
1.0328142726798575,1.0328142726798575,1.0014936668505756,1.0080858217585975,1.0011736630920498,1.0079321433736341,3.0,True
0.7636367855174174,0.9525171845774509,1.0919625336253116,1.0314057283120082,1.0964570737660004,1.0525976630524472,3.0,True
0.3977921578020467,0.3117834462881575,0.4224891310823188,0.3911777458793195,0.3467388183290842,0.3038374213324653,3.0,True
0.7642735118862677,0.7642735118862677,0.5603359334980672,0.6430970232899245,0.5595729528810653,0.6395346499462907,2.0,True
1.0932075359941118,1.0932075359941118,1.2331498640662153,1.2348746765925651,1.2328694694490991,1.2347738698015855,3.0,True
0.5751054131895669,0.5751054131895669,0.5690525573365586,0.5541876944179235,0.5689443441571861,0.5543038212892465,3.0,True
1.0368642583778023,1.0368642583778023,1.0857543315928755,1.0424762943903036,1.0855652236955924,1.0436685636160175,2.0,True
1.1713233808952423,1.1713233808952423,1.1299456541733832,1.1724270495223155,1.1297452279515827,1.1720163668324108,3.0,True
0.7973094578537498,0.8176103511213592,1.1354770066845108,1.0771844756073732,1.166383599458563,1.11467901435136,2.0,True
1.0201691793335421,1.0201691793335421,1.0074534188130666,1.0210863724383563,1.0072489472256063,1.0209882059772348,3.0,True
0.011366017742589633,0.011366017742589633,0.15363754068769686,0.07509701887679603,0.15357916081859013,0.07655117455265263,3.0,True
1.267804635447849,1.267804635447849,1.1434230134995238,1.2146701718215482,1.1428357898702382,1.212819643993896,-3.0,True
0.47283858809922213,0.44747336067784105,0.5141691366186637,0.4904612528276609,0.4902391431452198,0.4662017198554321,0.0,True
0.7107868230849302,0.7107868230849302,0.7040240467825117,0.7274006626671936,0.7037508543301201,0.7270508635412065,3.0,True
1.0937676824973985,1.0937676824973985,1.1512489255253977,1.1376945148387922,1.1511325251663787,1.1385125170838064,3.0,True
0.49396973388627347,0.478183290726168,0.5492935919674827,0.5092885829725098,0.5338568888180585,0.4927640767642565,3.0,True
1.0912478793749203,1.081681224492811,0.9201390109393491,1.0334995108143887,0.910141046798132,1.0206593732056566,3.0,True
0.7022693435960778,0.7022693435960778,0.7296421987439402,0.7369564833426101,0.7292008609064631,0.7363263484935846,3.0,True
0.1453022223067717,0.1453022223067717,0.20865151063197,0.16841473516020755,0.2087609206515164,0.1694209490802359,3.0,True
0.6865933791937713,0.6865933791937713,0.5653956981381579,0.5350398187565855,0.5648118172809853,0.5340635356020543,3.0,True
0.5896058190023289,0.6041618191017225,0.5449855629319539,0.557367398079609,0.5517765469550722,0.5649637318210884,3.0,True
0.06115436437294704,0.06115436437294704,0.21001051692129435,0.17071101665021354,0.20995063463191177,0.17148470258944296,3.0,True
1.4641375838221755,1.4641375838221755,1.39533390526212,1.369043461013459,1.3944819488090274,1.3685694533660286,3.0,True
0.6517330951585184,0.6517330951585184,0.6277828656974145,0.6670147018860003,0.6273874988841893,0.6657330116567437,3.0,True
